Time_min,Temp_In_C,Temp_Out_C
33.9333333333333,69.77,70.62
33.95,69.41,70.63
33.9666666666667,69.64,70.97
33.9833333333333,70.1,71.05
34,69.95,71.51
34.0166666666667,69.79,71.4
34.0333333333333,69.41,71.55
34.05,69.68,71.79
34.0666666666667,69.53,71.85
34.0833333333333,69.44,72.16
34.1,69.76,72.15
34.1166666666667,69.58,71.84
34.1333333333333,69.57,71.87
34.15,69.43,71.8
34.1666666666667,69.36,71.89
34.1833333333333,69.59,71.54
34.2,69.44,71.62
34.2166666666667,69.53,71.35
34.2333333333333,69.59,71.76
34.25,69.41,71.4
34.2666666666667,69.77,70.98
34.2833333333333,69.38,70.81
34.3,69.71,70.96
34.3166666666667,69,70.78
34.3333333333333,69.81,70.11
34.35,69.49,70.24
34.3666666666667,69.66,69.94
34.3833333333333,69.54,69.85
34.4,70.07,68.84
34.4166666666667,69.36,69.37
34.4333333333333,69.79,69.22
34.45,69.65,69.17
34.4666666666667,69.77,69.61
34.4833333333333,68.87,69.73
34.5,70.94,68.81
34.5166666666667,69.47,68.89
34.5333333333333,69.42,69.31
34.55,69.79,69.2
34.5666666666667,69.29,69.17
34.6,69.87,69.32
34.6166666666667,69.24,70.07
34.6333333333333,69.59,67.49
34.65,69.39,69.84
34.6666666666667,69.85,69.44
34.6833333333333,69.64,70.5
34.7,69.5,70.6
34.7166666666667,69.65,70.17
34.7333333333333,69.5,70.53
34.75,69.45,70.77
34.7666666666667,69.48,71.18
34.7833333333333,69.45,71.27
34.8,69.45,71.06
34.8166666666667,69.23,70.38
34.8333333333333,69.69,71.43
34.85,69.59,70.89
34.8666666666667,69.74,71.09
34.8833333333333,69.68,71.87
34.9,69.76,71.12
34.9166666666667,69.85,70.83
34.9333333333333,69.77,71.22
34.95,69.63,70.71
34.9666666666667,69.55,70.75
34.9833333333333,69.85,70.65
35,69.6,70.59
35.0166666666667,69.55,70.64
35.0333333333333,69.79,70.63
35.05,69.48,70.06
35.0666666666667,69.72,70.11
35.0833333333333,69.67,69.72
35.1,68.89,69.65
35.1166666666667,69.86,69.3
35.1333333333333,69.9,69.35
35.15,70.59,69.51
35.1666666666667,69.28,68.74
35.1833333333333,69.74,70.15
35.2,68.83,68.98
35.2166666666667,70.08,68.3
35.2333333333333,68.94,68.24
35.25,69.67,68.69
35.2666666666667,68.69,67.83
35.2833333333333,69.66,68.17
35.3,69.28,68.29
35.3166666666667,70.19,69.2
35.3333333333333,70.42,69.05
35.35,70.17,69.28
35.3666666666667,69.89,69.64
35.3833333333333,70.09,69.98
35.4,70.18,69.98
35.4166666666667,69.38,70.3
35.45,69.97,70.29
35.4666666666667,69.89,70.47
35.4833333333333,70,70.26
35.5,69.73,70.79
35.5166666666667,69.93,70.5
35.5333333333333,69.69,70.84
35.55,69.73,70.54
35.5666666666667,69.53,70.66
35.5833333333333,70.06,71.16
35.6,69.13,70.65
35.6166666666667,70.07,70.72
35.6333333333333,69.85,70.64
35.65,70.01,70.29
35.6666666666667,69.99,70.58
35.6833333333333,69.81,70.36
35.7,69.85,70.44
35.7166666666667,69.86,70.08
35.7333333333333,69.38,70.04
35.75,69.94,69.95
35.7666666666667,69.7,69.79
35.7833333333333,69.85,69.73
35.8,69.68,69.5
35.8166666666667,69.6,68.9
35.8333333333333,70.01,69.75
35.85,70.05,69.23
35.8666666666667,70.13,69.44
35.8833333333333,69.98,69.44
35.9,70.09,69.14
35.9166666666667,69.87,69.01
35.9333333333333,70.08,69.02
35.95,69.94,68.31
35.9666666666667,69.94,68.72
35.9833333333333,70.11,69.44
36,70.59,68.94
36.0166666666667,68.83,68.96
36.0333333333333,71.08,70.25
36.05,70.01,68.86
36.0666666666667,69.84,69.15
36.0833333333333,70.08,68.7
36.1,70.1,68.5
36.1166666666667,69.89,68.78
36.1333333333333,70.27,68.33
36.15,70.15,68.66
36.1666666666667,70.02,68.73
36.1833333333333,69.92,68.5
36.2,69.98,68.68
36.2166666666667,69.88,68.68
36.2333333333333,70.12,68.64
36.25,69.85,68.23
36.2666666666667,70.16,68.28
36.3,70.16,68.44
36.3166666666667,70.24,68.12
36.3333333333333,70.24,67.97
36.35,70.25,68.32
36.3666666666667,70.43,68.19
36.3833333333333,70.01,68.35
36.4,70.78,67.87
36.4166666666667,70.59,68.02
36.4333333333333,70.14,68.15
36.45,70.47,68.03
36.4666666666667,68.81,66.84
36.4833333333333,70.09,67.15
36.5,70.01,67.4
36.5166666666667,69.98,67.52
36.5333333333333,70.05,67.42
36.55,70.03,67.12
36.5666666666667,70.1,67.24
36.5833333333333,70.3,66.79
36.6,71.09,67.3
36.6166666666667,69.97,66.48
36.6333333333333,70.2,66.85
36.65,70.13,66.5
36.6666666666667,70.16,65.93
36.6833333333333,70.13,66.45
36.7,70.23,66.09
36.7166666666667,70.71,65.86
36.7333333333333,70.11,66.39
36.75,70.52,65.74
36.7666666666667,70.72,65.8
36.7833333333333,70.07,65.83
36.8,70.19,65.76
36.8166666666667,70.15,65.64
36.8333333333333,70.3,65.33
36.85,70.05,65.51
36.8666666666667,70.18,64.81
36.8833333333333,69.79,65.58
36.9,70.44,65.06
36.9166666666667,70.26,64.28
36.9333333333333,69.75,64.25
36.95,70.27,64.62
36.9666666666667,70.32,64.92
36.9833333333333,70.16,64.43
37,70.32,64.62
37.0166666666667,70.32,64.45
37.0333333333333,70.18,64.68
37.05,70.45,64.4
37.0666666666667,70.73,64.2
37.0833333333333,70.43,63.97
37.1,68.74,64.01
37.1166666666667,70.2,63.98
37.15,70.29,63.82
37.1666666666667,70.2,63.61
37.1833333333333,70.25,63.51
37.2,69.98,63.72
37.2166666666667,70.4,63.14
37.2333333333333,70.03,63.33
37.25,70.26,63.31
37.2666666666667,70.33,63.3
37.2833333333333,70.07,62.99
37.3,70.43,62.71
37.3166666666667,70.17,63.19
37.3333333333333,70.06,62.48
37.35,70.31,62.26
37.3666666666667,70.58,62.52
37.3833333333333,70.22,62.71
37.4,70.47,63.05
37.4166666666667,69.79,62.31
37.4333333333333,70.01,62.23
37.45,70.14,62.25
37.4666666666667,70.32,61.73
37.4833333333333,70.15,62.34
37.5,70.5,61.91
37.5166666666667,70.26,61.93
37.5333333333333,69.78,61.69
37.55,70.42,61.25
37.5666666666667,70,61.61
37.5833333333333,70.38,61.16
37.6,70.25,61.47
37.6166666666667,70.29,61.35
37.6333333333333,69.97,61.4
37.65,70.24,60.67
37.6666666666667,69.87,61.52
37.6833333333333,70.19,61.33
37.7,70.32,61.2
37.7166666666667,70.21,61.11
37.7333333333333,69.83,60.87
37.75,70.07,61.17
37.7666666666667,70.3,61.55
37.7833333333333,70.2,60.58
37.8,68.67,60.7
37.8166666666667,69.93,60.86
37.8333333333333,70.03,60.5
37.85,70.17,60.55
37.8666666666667,70.34,60.44
37.8833333333333,69.77,60.43
37.9,70.39,60.93
37.9166666666667,70.09,60.57
37.9333333333333,69.97,60.2
37.95,69.89,60.47
37.9666666666667,69.81,60.15
38,70.34,60.33
38.0166666666667,69.72,60.42
38.0333333333333,70.62,60.18
38.05,69.98,60.15
38.0666666666667,69.6,60.14
38.0833333333333,70.1,60.49
38.1,70.45,60.44
38.1166666666667,70.02,60.45
38.1333333333333,69.73,60.32
38.15,69.97,59.94
38.1666666666667,70.21,60.06
38.1833333333333,70.51,60.47
38.2,70.06,60.1
38.2166666666667,68.89,60.07
38.2333333333333,70.12,60.41
38.25,69.77,60.12
38.2666666666667,70.02,60
38.2833333333333,69.37,60.24
38.3,69.78,60.4
38.3166666666667,69.49,60.27
38.3333333333333,70,60.71
38.35,70.17,60.25
38.3666666666667,69.64,60.66
38.3833333333333,69.88,60.41
38.4,70.07,60.41
38.4166666666667,70.11,60.77
38.4333333333333,69.82,60.65
38.45,69.82,60.82
38.4666666666667,69.64,60.14
38.4833333333333,70.09,60.9
38.5,69.63,60.81
38.5166666666667,69.93,61.06
38.5333333333333,70.03,61.24
38.55,69.77,61.16
38.5666666666667,69.77,61.22
38.5833333333333,69.79,61.25
38.6,69.87,61.53
38.6166666666667,69.82,61.46
38.6333333333333,69.53,60.8
38.65,69.57,62.26
38.6666666666667,70.09,62.58
38.6833333333333,69.77,62.41
38.7,69.81,62.21
38.7166666666667,69.41,63.55
38.7333333333333,69.57,62.63
38.75,69.67,62.15
38.7666666666667,69.96,63.51
38.7833333333333,69.63,63
38.8,69.43,63.54
38.8166666666667,69.54,64.03
38.85,69.26,63.95
38.8666666666667,69.97,64.31
38.8833333333333,69.83,64.21
38.9,69.33,64.49
38.9166666666667,69.9,64.81
38.9333333333333,69.7,65.08
38.95,69.75,65.27
38.9666666666667,68.87,66.08
38.9833333333333,69.77,65.33
39,69.72,65.88
39.0166666666667,70.36,66.23
39.0333333333333,69.81,66.76
39.05,69.73,66.71
39.0666666666667,69.88,67.5
39.0833333333333,69.54,67.28
39.1,68.88,67.79
39.1166666666667,69.75,68.47
39.1333333333333,70.43,68.67
39.15,69.51,68.86
39.1666666666667,69.55,69.13
39.1833333333333,70.27,68.95
39.2,69.54,69.54
39.2166666666667,69.62,70.1
39.2333333333333,69.89,70.15
39.25,69.98,70.43
39.2666666666667,69.51,70.51
39.2833333333333,69.79,71.01
39.3,69.65,71.35
39.3166666666667,69.63,71.25
39.3333333333333,69.63,71.47
39.35,69.49,71.72
39.3666666666667,69.7,71.92
39.3833333333333,69.74,71.7
39.4,69.38,71.47
39.4166666666667,69.52,72.06
39.4333333333333,69.42,71.37
39.45,69.99,71.61
39.4666666666667,69.48,71.37
39.4833333333333,69.45,71.67
39.5,69.15,71.15
39.5166666666667,69.27,71.25
39.5333333333333,69.66,71.01
39.55,69.79,71.07
39.5666666666667,69.36,70.76
39.5833333333333,69.8,70.85
39.6,69.7,70.52
39.6166666666667,69.69,70.48
39.6333333333333,69.32,70.07
39.65,69.18,70.17
39.6666666666667,69.71,69.72
39.7,69.98,69.1
39.7166666666667,69.41,69.52
39.7333333333333,69.61,69.71
39.75,69.03,69
39.7666666666667,68.51,69.1
39.7833333333333,69.72,69.34
39.8,69.41,69.19
39.8166666666667,69.44,68.82
39.8333333333333,69.68,69.21
39.85,69.34,69.06
39.8666666666667,69.68,68.74
39.8833333333333,69.66,69.66
39.9,70.58,69.1
39.9166666666667,69.75,68.77
39.9333333333333,69.68,69.44
39.95,69.22,69.58
39.9666666666667,69.48,69.73
39.9833333333333,69.43,69.96
40,69.67,70.35
40.0166666666667,70.04,70.55
40.0333333333333,69.37,70.83
40.05,69.85,71.03
40.0666666666667,69.87,71.24
40.0833333333333,69.48,71
40.1,69.45,72.15
40.1166666666667,70.04,71.19
40.1333333333333,69.7,71.25
40.15,69.85,71.46
40.1666666666667,69.93,71.33
40.1833333333333,69.83,71.35
40.2,70.03,71.45
40.2166666666667,70.21,71.21
40.2333333333333,69.65,70.59
40.25,70.18,70.78
40.2666666666667,69.63,70.41
40.2833333333333,69.81,70.44
40.3,70.05,70.55
40.3166666666667,69.48,70.31
40.3333333333333,69.66,70.05
40.35,69.89,69.88
40.3666666666667,69.56,69.76
40.3833333333333,71.37,69.64
40.4,70.29,69.57
40.4166666666667,69.51,69.85
40.4333333333333,69.74,69.72
40.45,70.48,68.84
40.4666666666667,69.43,68.68
40.4833333333333,69.56,69.03
40.5,69.97,68.81
40.5166666666667,69.8,68.6
40.55,69.75,68.67
40.5666666666667,70.05,69.25
40.5833333333333,69.73,69.03
40.6,69.88,68.97
40.6166666666667,69.15,68.79
40.6333333333333,69.71,69.19
40.65,70.05,69.26
40.6666666666667,69.72,69.57
40.6833333333333,70.3,69.75
40.7,69.87,69.92
40.7166666666667,70.2,70.02
40.7333333333333,69.69,70.21
40.75,69.86,70.42
40.7666666666667,70.05,70.38
40.7833333333333,70.25,70.27
40.8,69.77,70.68
40.8166666666667,70.06,70.55
40.8333333333333,69.85,69.6
40.85,70.03,70.97
40.8666666666667,70.04,70.78
40.8833333333333,69.9,70.63
40.9,70.06,70.77
40.9166666666667,69.97,70.81
40.9333333333333,69.91,70.54
40.95,70.05,70.46
40.9666666666667,70.07,70.51
40.9833333333333,69.88,70.5
41,69.85,70.09
41.0166666666667,69.71,69.95
41.0333333333333,70.29,69.75
41.05,70.16,69.61
41.0666666666667,69.8,69.64
41.0833333333333,70.35,68.06
41.1,69.5,69.29
41.1166666666667,70.27,69.75
41.1333333333333,70.3,68.97
41.15,70.07,68.68
41.1666666666667,70.36,68.72
41.1833333333333,69.74,69.04
41.2,69.93,68.98
41.2166666666667,69.76,68.37
41.2333333333333,69.99,68.35
41.25,69.86,68.3
41.2666666666667,69.84,68.4
41.2833333333333,70.28,68.61
41.3,70.49,68.35
41.3166666666667,70.13,68.11
41.3333333333333,70.14,68.28
41.35,70.2,68.29
41.3666666666667,70.09,68.23
41.4,70.19,68.4
41.4166666666667,70.28,68.36
41.4333333333333,70.2,68.18
41.45,69.9,68.13
41.4666666666667,70.07,67.88
41.4833333333333,69.68,67.7
41.5,70.28,67.83
41.5166666666667,69.75,67.56
41.5333333333333,70.31,67.6
41.55,69.37,67.44
41.5666666666667,70.08,67.6
41.5833333333333,70.07,67.74
41.6,69.77,67.61
41.6166666666667,70.22,67.78
41.6333333333333,70.26,67.17
41.65,70,67.2
41.6666666666667,70.26,67.15
41.6833333333333,70.17,67.27
41.7,70.25,67.03
41.7166666666667,70.01,67.2
41.7333333333333,70.2,66.47
41.75,69.85,66.9
41.7666666666667,69.79,66.59
41.7833333333333,70.04,66.64
41.8,70.3,66.32
41.8166666666667,70.13,66.36
41.8333333333333,70.14,66.74
41.85,69.86,66.7
41.8666666666667,70.32,65.95
41.8833333333333,70.41,66.13
41.9,70.24,65.75
41.9166666666667,70.28,65.65
41.9333333333333,70.24,65.68
41.95,69.67,65.75
41.9666666666667,69.66,65.88
41.9833333333333,70.26,65.26
42,70.67,65.12
42.0166666666667,69.8,65.35
42.0333333333333,70.44,64.8
42.05,70,65.04
42.0666666666667,70.06,64.79
42.0833333333333,70.36,64.8
42.1,70.09,64.43
42.1166666666667,70.23,64.42
42.1333333333333,69.89,64.67
42.15,70.22,64.35
42.1666666666667,70.44,64.38
42.1833333333333,70.65,64.14
42.2,70.03,63.91
42.2166666666667,70.57,64.28
42.25,70.26,63.97
42.2666666666667,70.11,63.87
42.2833333333333,70.42,63.77
42.3,70.37,63.67
42.3166666666667,70.13,63.29
42.3333333333333,70.16,63.2
42.35,70.23,63.48
42.3666666666667,70.12,63.04
42.3833333333333,70.31,63.06
42.4,70.12,63.02
42.4166666666667,70.18,63.1
42.4333333333333,70.44,62.96
42.45,70.28,62.87
42.4666666666667,70.12,62.74
42.4833333333333,69.38,62.64
42.5,70.56,62.44
42.5166666666667,70.15,62.52
42.5333333333333,70.19,62.34
42.55,70.12,62.41
42.5666666666667,70.23,62.5
42.5833333333333,70.05,62.24
42.6,70.14,62.16
42.6166666666667,70.21,62.18
42.6333333333333,70.45,61.77
42.65,70.08,61.88
42.6666666666667,70.58,61.94
42.6833333333333,70.49,62.04
42.7,70.02,62.02
42.7166666666667,70.08,61.92
42.7333333333333,69.62,61.66
42.75,70.41,61.3
42.7666666666667,70.35,61.51
42.7833333333333,70.31,61.66
42.8,70.42,61.23
42.8166666666667,70.38,61.64
42.8333333333333,70.2,61.75
42.85,69.99,61.1
42.8666666666667,70.83,60.22
42.8833333333333,70.07,61.55
42.9,69.98,61.2
42.9166666666667,70.47,60.97
42.9333333333333,70.43,61.38
42.95,70.45,60.98
42.9666666666667,70.16,61.11
42.9833333333333,70.2,61.29
43,69.96,60.87
43.0166666666667,70.33,61.21
43.0333333333333,70.14,60.9
43.05,69.49,61.13
43.0666666666667,70.1,60.76
43.1,69.97,61.31
43.1166666666667,69.7,60.87
43.1333333333333,70.16,61.08
43.15,69.84,60.82
43.1666666666667,69.87,60.92
43.1833333333333,70.13,61.17
43.2,70.06,60.9
43.2166666666667,69.71,61.01
43.2333333333333,70.2,61.05
43.25,70.18,61.28
43.2666666666667,70.1,61.03
43.2833333333333,70.02,60.95
43.3,69.56,61.3
43.3166666666667,69.95,61.04
43.3333333333333,69.28,61.17
43.35,70.16,61.15
43.3666666666667,70.28,61.03
43.3833333333333,70.02,61.16
43.4,70.17,61.5
43.4166666666667,69.82,61.19
43.4333333333333,70.1,61.37
43.45,69.79,61.4
43.4666666666667,69.83,61.01
43.4833333333333,69.97,61.46
43.5,70.07,61.39
43.5166666666667,70.01,61.32
43.5333333333333,69.42,61.56
43.55,70.16,61.53
43.5666666666667,70.23,61.35
43.5833333333333,68.72,61.69
43.6,70.07,61.67
43.6166666666667,70.57,61.97
43.6333333333333,70,61.96
43.65,70.62,62.08
43.6666666666667,69.94,62.45
43.6833333333333,70.01,62.75
43.7,69.66,63.18
43.7166666666667,70.34,62.52
43.7333333333333,69.86,63.18
43.75,70.17,62.92
43.7666666666667,69.7,63.23
43.7833333333333,69.1,63.41
43.8,69.77,63.72
43.8166666666667,70.52,63.48
43.8333333333333,69.82,64.47
43.85,69.72,63.9
43.8666666666667,69.54,64.29
43.8833333333333,69.86,65.02
43.9,69.5,64.72
43.9166666666667,69.97,65.01
43.95,70.36,64.68
43.9666666666667,69.38,64.27
43.9833333333333,69.44,65.66
44,69.87,65.74
44.0166666666667,69.9,66.75
44.0333333333333,69.64,66.39
44.05,69.39,66.67
44.0666666666667,69.68,66.9
44.0833333333333,69.62,68.23
44.1,70.45,67.38
44.1166666666667,69.52,67.97
44.1333333333333,69.45,68.29
44.15,69.81,68.69
44.1666666666667,69.4,68.49
44.1833333333333,69.83,68.7
44.2,70.07,69.21
44.2166666666667,69.65,69.88
44.2333333333333,69.69,69.98
44.25,69.54,69.94
44.2666666666667,69.64,70.55
44.2833333333333,69.69,70.51
44.3,69.46,70.96
44.3166666666667,69.62,70.95
44.3333333333333,69.46,70.93
44.35,69.02,71.64
44.3666666666667,69.92,71.41
44.3833333333333,69.41,71.8
44.4,69.75,71.69
44.4166666666667,69.46,71.31
44.4333333333333,69.43,71.84
44.45,69.63,71.53
44.4666666666667,69.52,72
44.4833333333333,69.61,71.65
44.5,69.71,71.63
44.5166666666667,69.97,71.51
44.5333333333333,69.45,71.25
44.55,69.25,71.39
44.5666666666667,69.25,71.17
44.5833333333333,69.64,70.86
44.6,69.35,70.98
44.6166666666667,69.3,69.88
44.6333333333333,70.42,70.39
44.65,69.42,70.82
44.6666666666667,69.63,69.82
44.6833333333333,69.58,70.21
44.7,69.42,70.16
44.7166666666667,69.86,69.95
44.7333333333333,69.45,69.45
44.75,69.22,69.75
44.7666666666667,69.3,69.25
44.8,69.74,69.06
44.8166666666667,69.72,69.39
44.8333333333333,69.76,69.05
44.85,69.97,68.34
44.8666666666667,69.57,67.57
44.8833333333333,69.34,68.18
44.9,69.89,68.71
44.9166666666667,69.43,68.98
44.9333333333333,69.48,69.26
44.95,69.3,69.23
44.9666666666667,69.85,69.65
