Datum,Temperatur (°C),Feuchtigkeit (°C),Druck (hPa),RSSI (dBm),Spannung (V),Beschleunigung X (g),Beschleunigung Y (g),Beschleunigung Z (g),Bewegungszähler (Bewegungen),TX-Leistung (dBm),Messsequenznummer
2026-01-22 08:18:44,21.06,30.52,,,3.08,0.048,0.004,1.02,119,4,32027
2026-01-22 08:18:47,21.05,30.52,,,3.08,0.048,0.008,1.028,119,4,32028
2026-01-22 08:18:49,21.05,30.52,,,3.08,0.052,0.004,1.02,119,4,32029
2026-01-22 08:18:52,21.07,30.52,,,3.08,0.052,0.004,1.02,119,4,32030
2026-01-22 08:21:57,21.08,32.71,,,3.143,0.208,-1.024,-0.016,130,4,32102
2026-01-22 08:21:59,21.08,32.74,,,3.143,0.196,-1.02,-0.004,130,4,32103
2026-01-22 08:22:02,21.1,32.74,,,3.143,0.2,-1.02,-0.008,130,4,32104
2026-01-22 08:22:04,21.08,32.76,,,3.143,0.2,-1.02,-0.004,130,4,32105
2026-01-22 08:22:07,21.09,32.78,,,3.143,0.208,-1.024,0.004,130,4,32106
2026-01-22 08:22:10,21.1,32.8,,,3.143,0.204,-1.024,-0.004,130,4,32107
2026-01-22 08:22:12,21.09,32.8,,,3.143,0.2,-1.024,-0.004,130,4,32108
2026-01-22 08:22:15,21.09,32.83,,,3.143,0.204,-1.02,-0.004,130,4,32109
2026-01-22 08:23:01,21.11,33.07,,,3.139,0.448,-0.944,-0.02,131,4,32127
2026-01-22 08:23:04,21.11,33.05,,,3.139,0.456,-0.944,-0.016,131,4,32128
2026-01-22 08:25:04,21.39,33.6,,,3.08,0.452,-0.94,-0.028,131,4,32175
2026-01-22 08:25:06,21.39,33.62,,,3.08,0.452,-0.944,-0.016,131,4,32176
2026-01-22 08:25:09,21.4,33.65,,,3.08,0.448,-0.948,-0.028,131,4,32177
2026-01-22 08:25:12,21.42,33.65,,,3.08,0.448,-0.944,-0.02,131,4,32178
2026-01-22 08:25:15,21.41,33.64,,,3.08,0.444,-0.952,-0.024,131,4,32179
2026-01-22 08:28:07,22.3,34.01,,,3.146,0.452,-0.948,-0.032,132,4,32246
2026-01-22 08:28:09,22.3,33.99,,,3.146,0.444,-0.952,-0.016,132,4,32247
2026-01-22 08:28:12,22.33,33.99,,,3.146,0.448,-0.948,-0.012,132,4,32248
