Datum,Temperatur (°C),Feuchtigkeit (°C),Druck (hPa),RSSI (dBm),Spannung (V),Beschleunigung X (g),Beschleunigung Y (g),Beschleunigung Z (g),Bewegungszähler (Bewegungen),TX-Leistung (dBm),Messsequenznummer
2026-01-22 08:18:46,20.82,27.75,,,3.157,0.916,-0.396,-0.212,80,4,31977
2026-01-22 08:18:49,20.84,27.74,,,3.157,0.916,-0.4,-0.216,80,4,31978
2026-01-22 08:18:51,20.84,27.72,,,3.157,0.916,-0.384,-0.212,80,4,31979
2026-01-22 08:21:59,20.97,29.89,,,3.101,0.92,-0.392,-0.216,108,4,32052
2026-01-22 08:22:01,20.99,29.93,,,3.101,0.924,-0.392,-0.208,108,4,32053
2026-01-22 08:22:04,20.97,29.91,,,3.101,0.92,-0.396,-0.212,108,4,32054
2026-01-22 08:22:06,20.99,29.93,,,3.101,0.92,-0.388,-0.212,108,4,32055
2026-01-22 08:22:09,20.99,29.95,,,3.101,0.92,-0.392,-0.212,108,4,32056
2026-01-22 08:22:12,20.99,29.98,,,3.101,0.924,-0.388,-0.208,108,4,32057
2026-01-22 08:22:14,21.03,29.99,,,3.101,0.916,-0.388,-0.204,108,4,32058
2026-01-22 08:23:01,21.41,30.07,,,3.101,0.944,-0.4,0.048,110,4,32076
2026-01-22 08:23:03,21.45,30.06,,,3.101,0.94,-0.392,0.048,110,4,32077
2026-01-22 08:25:04,24.89,29.02,,,3.161,0.944,-0.388,0.052,110,4,32124
2026-01-22 08:25:07,25.02,28.96,,,3.161,0.944,-0.4,0.048,110,4,32125
2026-01-22 08:25:09,25.09,28.93,,,3.161,0.94,-0.392,0.044,110,4,32126
2026-01-22 08:25:12,25.21,28.89,,,3.161,0.948,-0.396,0.052,110,4,32127
2026-01-22 08:25:15,25.29,28.82,,,3.161,0.944,-0.392,0.048,110,4,32128
2026-01-22 08:28:06,33.53,25.18,,,3.171,0.948,-0.388,0.056,112,4,32195
2026-01-22 08:28:09,33.65,25.11,,,3.171,0.948,-0.396,0.052,112,4,32196
2026-01-22 08:28:11,33.79,25.08,,,3.136,0.94,-0.4,0.052,112,4,32197
2026-01-22 08:28:14,33.88,25.01,,,3.136,0.956,-0.392,0.06,112,4,32198
2026-01-22 08:28:16,34.02,24.96,,,3.136,0.948,-0.388,0.06,112,4,32199
2026-01-22 08:28:19,34.16,24.92,,,3.136,0.952,-0.392,0.052,112,4,32200
2026-01-22 08:28:22,34.25,24.86,,,3.136,0.948,-0.404,0.052,112,4,32201
2026-01-22 08:28:24,34.41,24.84,,,3.136,0.956,-0.396,0.056,112,4,32202
2026-01-22 08:28:27,34.54,24.76,,,3.136,0.948,-0.392,0.052,112,4,32203
2026-01-22 08:28:29,34.64,24.72,,,3.136,0.94,-0.392,0.044,112,4,32204
2026-01-22 08:28:32,34.79,24.65,,,3.136,0.952,-0.392,0.056,112,4,32205
2026-01-22 08:28:35,34.92,24.61,,,3.136,0.944,-0.396,0.064,112,4,32206
2026-01-22 08:28:37,35.03,24.55,,,3.136,0.956,-0.392,0.052,112,4,32207
2026-01-22 08:28:40,35.17,24.49,,,3.136,0.948,-0.396,0.052,112,4,32208
2026-01-22 08:28:42,35.32,24.43,,,3.136,0.948,-0.396,0.052,112,4,32209
2026-01-22 08:29:08,36.54,23.93,,,3.136,0.952,-0.388,0.048,112,4,32219
2026-01-22 08:29:10,36.67,23.88,,,3.136,0.952,-0.4,0.052,112,4,32220
2026-01-22 08:29:13,36.78,23.8,,,3.136,0.952,-0.392,0.056,112,4,32221
2026-01-22 08:29:15,36.91,23.77,,,3.136,0.952,-0.392,0.06,112,4,32222
2026-01-22 08:29:18,37.06,23.73,,,3.136,0.948,-0.4,0.056,112,4,32223
2026-01-22 08:29:20,37.15,23.67,,,3.136,0.948,-0.4,0.056,112,4,32224
2026-01-22 08:29:23,37.28,23.63,,,3.136,0.952,-0.392,0.06,112,4,32225
2026-01-22 08:29:26,37.42,23.57,,,3.136,0.952,-0.396,0.052,112,4,32226
2026-01-22 08:29:29,37.5,23.52,,,3.136,0.952,-0.396,0.056,112,4,32227
2026-01-22 08:29:31,37.65,23.47,,,3.136,0.956,-0.396,0.052,112,4,32228
2026-01-22 08:29:34,37.78,23.43,,,3.136,0.948,-0.404,0.052,112,4,32229
2026-01-22 08:29:36,37.88,23.38,,,3.136,0.952,-0.392,0.052,112,4,32230
2026-01-22 08:29:39,38.02,23.33,,,3.136,0.948,-0.396,0.056,112,4,32231
2026-01-22 08:29:41,38.1,23.27,,,3.136,0.952,-0.392,0.052,112,4,32232
2026-01-22 08:30:35,40.62,22.22,,,3.146,0.952,-0.392,0.052,112,4,32253
2026-01-22 08:30:38,40.75,22.19,,,3.146,0.952,-0.392,0.06,112,4,32254
2026-01-22 08:30:41,40.83,22.14,,,3.146,0.952,-0.388,0.068,112,4,32255
2026-01-22 08:30:43,40.96,22.1,,,3.146,0.956,-0.396,0.056,112,4,32256
2026-01-22 08:30:46,41.09,22.01,,,3.146,0.96,-0.392,0.056,112,4,32257
2026-01-22 08:30:48,41.17,21.97,,,3.146,0.956,-0.388,0.06,112,4,32258
2026-01-22 08:30:51,41.31,21.91,,,3.146,0.952,-0.392,0.02,112,4,32259
2026-01-22 08:30:54,41.44,21.9,,,3.146,-0.028,0.008,-1.06,113,4,32260
2026-01-22 08:30:56,41.53,21.75,,,3.146,-0.496,0.244,0.852,113,4,32261
2026-01-22 08:30:58,41.67,21.71,,,3.146,0.668,-0.264,0.732,113,4,32262
2026-01-22 08:31:01,41.78,21.63,,,3.146,0.056,0.004,1.036,114,4,32263
2026-01-22 08:31:04,41.86,21.68,,,3.146,0.048,0,1.036,114,4,32264
2026-01-22 08:31:06,42,21.62,,,3.146,0.064,0.004,1.044,114,4,32265
2026-01-22 08:31:09,42.13,21.54,,,3.146,0.944,-0.388,0.26,115,4,32266
2026-01-22 08:31:11,42.21,21.48,,,3.136,0.892,-0.372,0.384,115,4,32267
2026-01-22 08:31:42,43.6,20.98,,,3.136,0.892,-0.36,0.368,117,4,32279
2026-01-22 08:31:45,43.74,20.95,,,3.136,0.896,-0.36,0.368,117,4,32280
