Datum,Temperatur (°C),Feuchtigkeit (°C),Druck (hPa),RSSI (dBm),Spannung (V),Beschleunigung X (g),Beschleunigung Y (g),Beschleunigung Z (g),Bewegungszähler (Bewegungen),TX-Leistung (dBm),Messsequenznummer
2026-01-22 11:56:19,22.32,30.45,,,3.139,0.052,-0.004,1.024,3,4,37107
2026-01-22 11:56:22,22.32,30.42,,,3.139,0.048,0.004,1.028,3,4,37108
2026-01-22 11:56:24,22.32,30.41,,,3.139,0.048,0.004,1.012,3,4,37109
2026-01-22 12:01:25,22.35,30.2,,,3.094,0.056,-0.004,1.02,21,4,37226
2026-01-22 12:04:20,22.36,30.21,,,3.083,0.628,-0.836,-0.032,47,4,37294
2026-01-22 12:04:22,22.37,30.2,,,3.083,0.624,-0.824,-0.036,47,4,37295
2026-01-22 12:04:25,22.37,30.23,,,3.083,0.628,-0.828,-0.024,47,4,37296
2026-01-22 12:04:27,22.37,30.24,,,3.083,0.628,-0.832,-0.036,47,4,37297
2026-01-22 12:04:30,22.37,30.21,,,3.083,0.628,-0.832,-0.024,47,4,37298
2026-01-22 12:04:32,22.39,30.24,,,3.083,0.632,-0.828,-0.032,47,4,37299
2026-01-22 12:04:35,22.38,30.24,,,3.083,0.628,-0.836,-0.036,47,4,37300
2026-01-22 12:04:38,22.39,30.24,,,3.083,0.628,-0.836,-0.032,47,4,37301
2026-01-22 12:04:40,22.39,30.21,,,3.083,0.632,-0.832,-0.036,47,4,37302
2026-01-22 12:04:43,22.38,30.21,,,3.083,0.628,-0.828,-0.028,47,4,37303
2026-01-22 12:04:46,22.37,30.21,,,3.083,0.628,-0.832,-0.028,47,4,37304
2026-01-22 12:04:48,22.37,30.21,,,3.083,0.628,-0.836,-0.032,47,4,37305
2026-01-22 12:04:51,22.39,30.21,,,3.083,0.628,-0.828,-0.036,47,4,37306
2026-01-22 12:04:53,22.36,30.23,,,3.083,0.628,-0.832,-0.036,47,4,37307
2026-01-22 12:04:56,22.39,30.2,,,3.083,0.632,-0.828,-0.028,47,4,37308
2026-01-22 12:04:58,22.38,30.2,,,3.083,0.636,-0.828,-0.032,47,4,37309
2026-01-22 12:05:01,22.37,30.22,,,3.087,0.628,-0.828,-0.036,47,4,37310
2026-01-22 12:05:05,22.39,30.19,,,3.087,0.628,-0.828,-0.028,47,4,37311
2026-01-22 12:05:10,22.39,30.19,,,3.087,0.632,-0.828,-0.032,47,4,37313
2026-01-22 12:05:42,22.39,30.16,,,3.087,0.632,-0.832,-0.028,47,4,37326
2026-01-22 12:09:10,22.78,30.37,,,3.125,0.628,-0.836,-0.036,47,4,37407
2026-01-22 12:09:13,22.79,30.37,,,3.125,0.628,-0.828,-0.028,47,4,37408
2026-01-22 12:09:15,22.8,30.4,,,3.125,0.632,-0.824,-0.032,47,4,37409
2026-01-22 12:14:16,24.53,30.09,,,3.094,-1.012,-0.216,0.056,50,4,37526
2026-01-22 12:17:36,25.85,29.9,,,3.094,-1.012,-0.204,0.056,50,4,37604
2026-01-22 12:17:39,25.88,29.91,,,3.094,-1.012,-0.204,0.048,50,4,37605
2026-01-22 12:22:06,27.89,29.38,,,3.143,-1.016,-0.184,0.06,51,4,37709
2026-01-22 12:22:09,27.9,29.35,,,3.143,-1.016,-0.196,0.052,51,4,37710
2026-01-22 12:22:12,27.92,29.36,,,3.143,-1.016,-0.2,0.056,51,4,37711
2026-01-22 12:27:12,30.23,28.56,,,3.111,-1.02,-0.144,0.06,53,4,37828
2026-01-22 12:27:20,30.28,28.56,,,3.111,-1.016,-0.144,0.056,53,4,37831
2026-01-22 12:27:28,30.32,28.52,,,3.111,-1.02,-0.148,0.048,53,4,37834
2026-01-22 12:27:30,30.36,28.5,,,3.111,-1.02,-0.148,0.052,53,4,37835
2026-01-22 12:30:43,31.73,27.96,,,3.108,-1.016,-0.116,0.06,53,4,37910
2026-01-22 12:30:48,31.75,27.97,,,3.108,-1.024,-0.124,0.06,53,4,37912
2026-01-22 12:34:17,33.03,27.4,,,3.15,-1.016,-0.124,0.056,53,4,37993
2026-01-22 12:34:19,33.04,27.42,,,3.15,-1.02,-0.128,0.056,53,4,37994
2026-01-22 12:34:21,33.06,27.36,,,3.15,-1.024,-0.132,0.06,53,4,37995
2026-01-22 12:36:28,33.74,27.05,,,3.118,-1.024,-0.132,0.052,53,4,38044
2026-01-22 12:36:30,33.76,27.04,,,3.118,-1.02,-0.128,0.06,53,4,38045
2026-01-22 12:36:32,33.78,27.05,,,3.118,-1.024,-0.128,0.048,53,4,38046
2026-01-22 12:36:35,33.79,27.04,,,3.118,-1.02,-0.128,0.056,53,4,38047
2026-01-22 12:36:38,33.78,27.06,,,3.118,-1.024,-0.124,0.052,53,4,38048
2026-01-22 12:36:40,33.82,27.06,,,3.118,-1.016,-0.128,0.052,53,4,38049
2026-01-22 12:36:43,33.82,27.05,,,3.118,-1.02,-0.124,0.048,53,4,38050
2026-01-22 12:36:45,33.84,27.03,,,3.118,-1.024,-0.128,0.056,53,4,38051
2026-01-22 12:36:48,33.85,27.02,,,3.118,-1.024,-0.124,0.052,53,4,38052
2026-01-22 12:36:50,33.87,27.01,,,3.118,-1.012,-0.132,0.052,53,4,38053
2026-01-22 12:36:53,33.89,27.01,,,3.118,-1.02,-0.128,0.06,53,4,38054
2026-01-22 12:36:55,33.9,27,,,3.118,-1.02,-0.12,0.056,53,4,38055
2026-01-22 12:36:58,33.91,26.99,,,3.118,-1.016,-0.124,0.06,53,4,38056
2026-01-22 12:37:01,33.92,26.98,,,3.118,-1.012,-0.124,0.052,53,4,38057
2026-01-22 12:37:03,33.93,26.98,,,3.118,-1.016,-0.124,0.056,53,4,38058
2026-01-22 12:37:06,33.96,27,,,3.118,-1.02,-0.128,0.052,53,4,38059
2026-01-22 12:37:08,33.96,26.99,,,3.125,-1.016,-0.128,0.048,53,4,38060
2026-01-22 12:37:11,33.97,26.95,,,3.125,-1.02,-0.132,0.048,53,4,38061
2026-01-22 12:37:13,33.99,26.97,,,3.125,-1.016,-0.124,0.052,53,4,38062
2026-01-22 12:37:16,34.02,26.97,,,3.125,-1.012,-0.128,0.056,53,4,38063
2026-01-22 12:38:02,34.23,26.84,,,3.125,-1.024,-0.128,0.052,53,4,38081
2026-01-22 12:38:05,34.24,26.83,,,3.125,-1.024,-0.128,0.056,53,4,38082
2026-01-22 12:38:07,34.27,26.83,,,3.125,-1.02,-0.128,0.056,53,4,38083
2026-01-22 12:38:10,34.27,26.83,,,3.122,-1.024,-0.128,0.056,53,4,38084
2026-01-22 12:38:12,34.29,26.81,,,3.122,-1.02,-0.128,0.056,53,4,38085
2026-01-22 12:38:15,34.28,26.82,,,3.122,-1.024,-0.128,0.056,53,4,38086
2026-01-22 12:38:18,34.31,26.79,,,3.122,-1.02,-0.132,0.056,53,4,38087
2026-01-22 12:38:20,34.32,26.79,,,3.122,-1.024,-0.124,0.052,53,4,38088
2026-01-22 12:38:23,34.33,26.8,,,3.122,-1.02,-0.128,0.052,53,4,38089
2026-01-22 12:38:25,34.34,26.78,,,3.122,-1.012,-0.124,0.056,53,4,38090
2026-01-22 12:38:28,34.35,26.76,,,3.122,-1.02,-0.124,0.052,53,4,38091
2026-01-22 12:38:30,34.37,26.76,,,3.122,-1.024,-0.128,0.056,53,4,38092
2026-01-22 12:38:33,34.38,26.78,,,3.122,-1.024,-0.128,0.048,53,4,38093
2026-01-22 12:38:36,34.39,26.75,,,3.122,-1.02,-0.124,0.056,53,4,38094
2026-01-22 12:38:38,34.41,26.76,,,3.122,-1.02,-0.124,0.052,53,4,38095
2026-01-22 12:38:41,34.39,26.74,,,3.122,-1.016,-0.136,0.052,53,4,38096
2026-01-22 12:38:44,34.43,26.75,,,3.122,-1.02,-0.128,0.052,53,4,38097
2026-01-22 12:38:46,34.42,26.73,,,3.122,-1.02,-0.132,0.056,53,4,38098
2026-01-22 12:39:43,34.69,26.61,,-94,3.122,-1.02,-0.124,0.06,53,4,38120
2026-01-22 12:42:45,35.48,26.25,,,3.143,-1.024,-0.132,0.056,53,4,38191
2026-01-22 12:42:47,35.48,26.25,,,3.143,-1.016,-0.132,0.056,53,4,38192
2026-01-22 12:42:50,35.49,26.25,,,3.143,-1.016,-0.128,0.056,53,4,38193
2026-01-22 12:42:52,35.5,26.23,,,3.143,-1.016,-0.132,0.048,53,4,38194
2026-01-22 12:42:55,35.52,26.23,,,3.143,-1.02,-0.128,0.056,53,4,38195
2026-01-22 12:42:58,35.54,26.23,,,3.143,-1.02,-0.128,0.06,53,4,38196
2026-01-22 12:47:58,36.57,25.73,,,3.132,-1.016,-0.128,0.048,53,4,38313
2026-01-22 12:52:59,37.39,25.36,,,3.136,-1.02,-0.132,0.048,53,4,38430
2026-01-22 12:58:00,38.03,25.06,,,3.164,-1.024,-0.136,0.048,53,4,38547
2026-01-22 13:03:01,38.57,24.83,,,3.136,-1.02,-0.132,0.052,53,4,38664
2026-01-22 13:08:01,38.94,24.67,,,3.164,-1.016,-0.132,0.056,53,4,38781
2026-01-22 13:13:02,39.25,24.54,,,3.132,-1.012,-0.144,0.052,53,4,38898
2026-01-22 13:18:03,39.48,24.46,,,3.136,-1.02,-0.136,0.056,53,4,39015
2026-01-22 13:23:03,39.67,24.4,,,3.168,-1.016,-0.136,0.052,53,4,39132
2026-01-22 13:28:04,39.83,24.38,,,3.132,-1.02,-0.14,0.052,53,4,39249
2026-01-22 13:33:05,39.94,24.35,,,3.161,-1.016,-0.14,0.056,53,4,39366
2026-01-22 13:38:05,40.03,24.34,,,3.143,-1.02,-0.14,0.052,53,4,39483
2026-01-22 13:43:06,40.13,24.35,,,3.132,-1.024,-0.14,0.048,53,4,39600
2026-01-22 13:43:52,40.13,24.34,,,3.164,-1.012,-0.14,0.056,53,4,39618
2026-01-22 13:43:55,40.13,24.35,,,3.164,-1.016,-0.132,0.052,53,4,39619
2026-01-22 13:43:57,40.14,24.34,,,3.164,-1.008,-0.132,0.048,53,4,39620
2026-01-22 13:44:00,40.14,24.34,,,3.164,-1.012,-0.136,0.056,53,4,39621
2026-01-22 13:44:02,40.12,24.35,,,3.164,-1.016,-0.14,0.056,53,4,39622
2026-01-22 13:46:24,40.14,24.3,,,3.164,-1.008,-0.236,0.052,57,4,39677
2026-01-22 13:51:25,39.82,24.33,,,3.171,-1.012,-0.232,0.052,58,4,39794
2026-01-22 13:56:26,39.17,24.46,,,3.168,-1.004,-0.228,0.048,58,4,39911
