Date,Temp,Hours
2026-01-29 08:13:00,51.96,0
2026-01-29 08:13:03,51.94,0.000833333333333333
2026-01-29 08:13:05,51.92,0.00138888888888889
2026-01-29 08:13:08,51.91,0.00222222222222222
2026-01-29 08:13:10,51.9,0.00277777777777778
2026-01-29 08:13:13,51.9,0.00361111111111111
2026-01-29 08:13:16,51.87,0.00444444444444444
2026-01-29 08:13:19,51.85,0.00527777777777778
2026-01-29 08:13:23,51.83,0.00638888888888889
2026-01-29 08:13:26,51.82,0.00722222222222222
2026-01-29 08:13:28,51.79,0.00777777777777778
2026-01-29 08:13:31,51.78,0.00861111111111111
2026-01-29 08:13:33,51.77,0.00916666666666667
2026-01-29 08:13:36,51.74,0.01
2026-01-29 08:13:39,51.73,0.0108333333333333
2026-01-29 08:13:41,51.73,0.0113888888888889
2026-01-29 08:13:44,51.71,0.0122222222222222
2026-01-29 08:13:46,51.68,0.0127777777777778
2026-01-29 08:13:49,51.69,0.0136111111111111
2026-01-29 08:13:52,51.67,0.0144444444444444
2026-01-29 08:18:52,49.99,0.0977777777777778
2026-01-29 08:23:53,47.99,0.181388888888889
2026-01-29 08:25:25,47.54,0.206944444444444
2026-01-29 08:25:28,47.53,0.207777777777778
2026-01-29 08:25:31,47.52,0.208611111111111
2026-01-29 08:25:33,47.51,0.209166666666667
2026-01-29 08:25:36,47.49,0.21
2026-01-29 08:30:37,47.15,0.293611111111111
2026-01-29 08:32:09,47.34,0.319166666666667
2026-01-29 08:32:12,47.33,0.32
2026-01-29 08:32:14,47.34,0.320555555555556
2026-01-29 08:32:17,47.35,0.321388888888889
2026-01-29 08:32:19,47.35,0.321944444444444
2026-01-29 08:32:22,47.34,0.322777777777778
2026-01-29 08:32:24,47.36,0.323333333333333
2026-01-29 08:32:27,47.35,0.324166666666667
2026-01-29 08:32:29,47.36,0.324722222222222
2026-01-29 08:32:32,47.37,0.325555555555556
2026-01-29 08:37:33,47.67,0.409166666666667
2026-01-29 08:39:34,47.71,0.442777777777778
2026-01-29 08:39:36,47.7,0.443333333333333
2026-01-29 08:39:39,47.71,0.444166666666667
2026-01-29 08:39:41,47.71,0.444722222222222
2026-01-29 08:39:44,47.72,0.445555555555556
2026-01-29 08:39:47,47.71,0.446388888888889
2026-01-29 08:39:49,47.71,0.446944444444444
2026-01-29 08:39:51,47.72,0.4475
2026-01-29 08:44:52,47.92,0.531111111111111
2026-01-29 08:47:18,47.98,0.571666666666667
2026-01-29 08:47:21,47.99,0.5725
2026-01-29 08:47:24,47.96,0.573333333333333
2026-01-29 08:47:26,47.98,0.573888888888889
2026-01-29 08:47:29,47.96,0.574722222222222
2026-01-29 08:47:31,47.96,0.575277777777778
2026-01-29 08:47:34,47.95,0.576111111111111
2026-01-29 08:47:37,47.96,0.576944444444444
2026-01-29 08:47:39,47.95,0.5775
2026-01-29 08:47:42,47.95,0.578333333333333
2026-01-29 08:47:44,47.94,0.578888888888889
2026-01-29 08:47:47,47.92,0.579722222222222
2026-01-29 08:47:50,47.91,0.580555555555556
2026-01-29 08:47:52,47.91,0.581111111111111
2026-01-29 08:47:55,47.92,0.581944444444444
2026-01-29 08:47:57,47.9,0.5825
2026-01-29 08:48:00,47.89,0.583333333333333
2026-01-29 08:50:13,47.74,0.620277777777778
2026-01-29 08:50:16,47.73,0.621111111111111
2026-01-29 08:50:19,47.73,0.621944444444444
2026-01-29 08:50:21,47.74,0.6225
2026-01-29 08:50:24,47.72,0.623333333333333
2026-01-29 08:50:26,47.73,0.623888888888889
2026-01-29 08:54:56,47.83,0.698888888888889
2026-01-29 08:54:59,47.84,0.699722222222222
2026-01-29 08:55:01,47.83,0.700277777777778
2026-01-29 08:55:04,47.84,0.701111111111111
2026-01-29 08:55:06,47.84,0.701666666666667
2026-01-29 08:59:16,48.25,0.771111111111111
2026-01-29 08:59:18,48.27,0.771666666666667
2026-01-29 08:59:21,48.27,0.7725
2026-01-29 08:59:26,48.28,0.773888888888889
2026-01-29 08:59:29,48.28,0.774722222222222
2026-01-29 08:59:31,48.28,0.775277777777778
2026-01-29 08:59:34,48.29,0.776111111111111
2026-01-29 09:04:35,48.9,0.859722222222222
2026-01-29 09:06:07,49.09,0.885277777777778
2026-01-29 09:06:10,49.09,0.886111111111111
2026-01-29 09:06:12,49.1,0.886666666666667
2026-01-29 09:09:07,49.45,0.935277777777778
2026-01-29 09:09:09,49.46,0.935833333333333
2026-01-29 09:09:12,49.46,0.936666666666667
2026-01-29 09:14:13,50.03,1.02027777777778
2026-01-29 09:15:23,50.14,1.03972222222222
2026-01-29 09:15:27,50.15,1.04083333333333
2026-01-29 09:15:30,50.16,1.04166666666667
2026-01-29 09:15:32,50.15,1.04222222222222
2026-01-29 09:15:35,50.17,1.04305555555556
2026-01-29 09:15:37,50.17,1.04361111111111
2026-01-29 09:15:40,50.17,1.04444444444444
2026-01-29 09:20:41,50.67,1.12805555555556
2026-01-29 09:25:41,51.08,1.21138888888889
2026-01-29 09:30:42,51.44,1.295
2026-01-29 09:35:43,51.75,1.37861111111111
2026-01-29 09:40:44,52,1.46222222222222
2026-01-29 09:44:58,52.17,1.53277777777778
2026-01-29 09:45:01,52.18,1.53361111111111
2026-01-29 09:45:03,52.17,1.53416666666667
2026-01-29 09:45:06,52.19,1.535
2026-01-29 09:45:12,52.18,1.53666666666667
