Hours,T_In,T_Out
40.6666666666667,52.97,47.4500000000001
40.75,52.8999999999999,56.8400000000029
40.8333333333333,51.8799999999988,60.1799999999969
40.9166666666667,52.6899999999996,46.8300000000017
41,52.7800000000009,61.4600000000024
41.0833333333333,51.4400000000014,57.259999999995
41.1666666666667,52.42,50.1100000000005
41.25,53.3799999999996,57.3199999999991
41.3333333333333,52.5400000000007,64.9099999999994
41.4166666666667,52.2099999999991,51.1999999999979
41.5,52.5199999999999,52.6700000000006
41.5833333333333,52.7199999999993,66.7399999999959
41.6666666666667,52.5699999999991,50.6300000000009
41.75,52.5599999999992,49.3100000000012
41.8333333333333,52.4200000000017,60.4899999999985
41.9166666666667,51.8000000000004,55.2599999999957
42,53.2699999999989,48.7799999999996
42.0833333333333,53.2699999999995,59.0800000000036
42.1666666666667,50.6800000000016,60.3999999999985
42.25,53.3699999999991,47.9500000000004
42.3333333333333,53.4400000000011,52.8700000000019
42.4166666666667,52.5499999999995,64.2199999999985
42.5,51.9500000000004,51.2799999999958
42.5833333333333,52.4900000000002,48.8
42.6666666666667,53.4099999999987,53.1800000000013
42.75,51.4500000000007,63.4800000000018
42.8333333333333,51.3300000000004,49.7199999999985
42.9166666666667,54.4399999999998,50.4900000000014
43,51.74,62.9700000000021
43.0833333333333,53.2600000000001,48.8100000000015
43.1666666666667,52.0400000000018,52.2699999999999
43.25,52.8399999999996,58.9600000000018
43.3333333333333,50.600000000001,58.6499999999938
43.4166666666667,53.4199999999984,50.1100000000003
43.5,53.2599999999999,53.9899999999999
43.5833333333333,51.5599999999999,67.8899999999897
43.6666666666667,53.5799999999995,49.3899999999996
43.75,52.2000000000026,55.5600000000032
43.8333333333333,51.9100000000002,61.1299999999939
43.9166666666667,52.9800000000013,47.99
44,53.2400000000002,56.4700000000037
44.0833333333333,51.450000000001,64.0799999999929
44.1666666666667,52.7999999999995,47.4500000000018
44.25,54.3499999999982,57.4600000000006
44.3333333333333,52.1100000000012,64.3599999999976
44.4166666666667,51.9500000000002,53.8999999999975
44.5,53.0499999999988,53.2499999999995
44.5833333333333,52.5399999999994,59.6899999999994
44.6666666666667,52.1900000000008,53.4299999999995
44.75,52.3200000000005,49.2300000000006
44.8333333333333,52.5399999999999,59.0000000000021
44.9166666666667,51.2100000000014,50.8799999999983
45,52.2100000000006,48.5300000000016
45.0833333333333,53.3099999999998,54.2000000000031
45.1666666666667,51.4800000000003,64.4299999999946
45.25,52.829999999999,48.6300000000015
45.3333333333333,53.2199999999985,55.6400000000005
45.4166666666667,52.8399999999989,59.69
45.5,52.72,53.3999999999977
45.5833333333333,51.9399999999994,49.6200000000028
45.6666666666667,51.8900000000015,50.440000000002
45.75,51.2200000000012,58.5900000000025
45.8333333333333,52.1799999999983,54.6599999999961
45.9166666666667,51.9900000000019,47.6999999999996
46,53.889999999998,56.6900000000023
46.0833333333333,51.8300000000017,55.8600000000005
46.1666666666667,53.1599999999997,53.4899999999987
46.25,52.8299999999985,53.8899999999965
46.3333333333333,45.4400000000005,67.9999999999971
46.4166666666667,53.0199999999988,64.6900000000054
46.5,54.7954999999988,69.7929999999983
46.5833333333333,61.2994999999993,64.6220000000037
46.6666666666667,61.0724999999993,45.1704999999984
46.75,61.5084999999989,65.7519999999983
46.8333333333333,60.3495000000015,51.271499999996
46.9166666666667,61.620500000001,45.0565000000015
47,62.3865000000003,48.7325000000008
47.0833333333333,62.8594999999996,56.7945000000018
47.1666666666667,59.5540000000001,68.9679999999973
47.25,62.9440000000022,47.5955000000027
47.3333333333333,62.8164999999999,54.7015000000012
47.4166666666667,60.4384999999995,69.5020000000021
47.5,62.7795000000004,49.3995000000013
47.5833333333333,63.1434999999998,56.7040000000025
47.6666666666667,62.171999999998,68.1460000000025
47.75,60.5050000000004,68.9685000000001
47.8333333333333,62.9535000000008,47.3205000000002
47.9166666666667,62.521,54.2200000000018
48,62.6014999999996,56.6885000000022
48.0833333333333,60.8814999999999,69.4205000000018
48.1666666666667,61.5789999999991,48.1274999999974
48.25,62.2020000000007,51.8849999999999
48.3333333333333,63.1704999999992,60.0295000000022
48.4166666666667,60.7654999999985,69.9900000000047
48.5,59.8605000000016,57.4329999999951
48.5833333333333,62.4274999999997,50.2334999999992
48.6666666666667,63.2869999999996,54.2285000000022
48.75,62.2849999999999,62.793000000006
48.8333333333333,61.3444999999991,68.5360000000006
48.9166666666667,62.8860000000011,49.234500000002
49,63.0604999999996,56.5740000000034
49.0833333333333,61.1604999999998,69.9114999999993
49.1666666666667,63.0265000000009,54.0955000000033
49.25,59.3575000000004,68.6345000000085
49.3333333333333,63.9935000000001,48.3855000000009
49.4166666666667,62.1884999999989,54.2159999999999
49.5,64.0609999999953,51.5665000000012
49.5833333333333,61.9220000000005,58.3140000000019
49.6666666666667,63.0375000000004,58.4149999999966
49.75,61.6565000000001,55.6934999999991
49.8333333333333,61.5065000000008,59.1529999999996
49.9166666666667,62.8414999999981,51.8969999999943
50,63.5029999999951,54.0374999999992
50.0833333333333,62.8589999999991,60.9450000000033
50.1666666666667,61.4714999999978,62.2525000000017
50.25,64.0905000000037,63.7820000000048
50.3333333333333,62.9895000000035,51.0950000000021
50.4166666666667,65.0380000000017,67.6379999999967
50.5,62.9475000000095,53.2670000000076
50.5833333333333,61.9160000000026,62.2920000000016
50.6666666666667,65.2139999999981,60.4070000000064
50.75,63.0214999999925,65.1779999999991
50.8333333333333,61.9490000000003,63.8635000000024
50.9166666666667,60.872000000001,58.6839999999925
51,62.4134999999997,51.5009999999997
51.0833333333333,61.532500000001,54.5605000000018
51.1666666666667,64.177999999992,69.7224999999955
51.25,61.9660000000011,53.3610000000006
51.3333333333333,64.9289999999965,54.1484999999976
51.4166666666667,62.7019999999983,61.2250000000046
51.5,60.219499999996,56.6409999999927
51.5833333333333,62.9395000000001,54.7140000000008
51.6666666666667,65.214000000001,59.5435000000035
51.75,62.5175000000007,59.5960000000014
51.8333333333333,61.0844999999998,59.4684999999988
51.9166666666667,62.6534999999953,57.484999999996
52,64.4199999999973,56.7300000000024
52.0833333333333,61.6234999999997,61.0385000000001
52.1666666666667,59.952500000002,62.3614999999917
52.25,61.1565000000048,68.6760000000037
52.3333333333333,71.9805000000012,54.7305000000005
52.4166666666667,69.6689999999932,64.7414999999887
52.5,60.6539999999984,61.4200000000074
52.5833333333333,62.8965000000056,53.5905000000055
52.6666666666667,62.5794999999984,61.167000000007
52.75,63.8739999999995,62.7559999999966
52.8333333333333,66.9255,62.0789999999988
52.9166666666667,62.6365000000021,51.8195000000054
53,60.9620000000036,67.5035000000032
53.0833333333333,67.6180000000018,56.793500000002
53.1666666666667,69.8894999999999,58.5495000000037
53.25,65.3285000000001,52.3745000000012
53.3333333333333,54.6439999999996,45.1764999999979
53.4166666666667,51.5449999999966,43.9029999999998
53.5,51.3949999999993,46.4220000000012
53.5833333333333,44.991999999999,69.190999999999
53.6666666666667,56.0129999999933,70.5559999999952
53.75,60.1275000000021,50.635000000001
53.8333333333333,49.3995000000005,42.6685000000001
53.9166666666667,47.129499999999,41.6180000000002
54,45.889500000001,45.220499999989
54.0833333333333,52.7680000000043,66.4645000000068
54.1666666666667,58.7929999999995,70.3180000000029
54.25,63.2145,50.3170000000005
54.3333333333333,62.8974999999996,58.9775000000022
54.4166666666667,60.5984999999998,65.3749999999913
54.5,61.8235000000005,48.8085000000013
54.5833333333333,63.2010000000006,54.9640000000014
54.6666666666667,61.7264999999974,66.6030000000051
54.75,61.5449999999987,69.6525000000029
54.8333333333333,61.6039999999998,51.8360000000001
54.9166666666667,61.9039999999989,52.5560000000022
55,62.4934999999991,63.8730000000069
55.0833333333333,61.1285000000004,68.1935000000003
55.1666666666667,61.9000000000018,49.8069999999993
55.25,63.0300000000012,52.4035000000017
55.3333333333333,62.261,60.7970000000016
55.4166666666667,68.2445000000038,52.4070000000058
55.5,58.635999999999,69.6444999999988
55.5833333333333,63.6115000000006,53.0635000000006
55.6666666666667,62.42,67.6680000000047
55.75,60.4370000000002,64.8604999999969
55.8333333333333,61.8090000000003,52.7204999999975
55.9166666666667,62.1574999999992,51.6284999999998
56,63.2505000000007,54.668000000002
56.0833333333333,62.0409999999991,65.7675000000028
56.1666666666667,60.6249999999999,69.0214999999952
56.25,62.3180000000011,49.3599999999991
56.3333333333333,62.4380000000003,53.235000000001
56.4166666666667,62.0299999999985,62.4740000000031
56.5,60.2984999999986,65.4554999999941
56.5833333333333,62.3514999999995,52.2325000000001
56.6666666666667,62.6169999999993,54.0929999999986
56.75,62.2394999999966,63.168000000005
56.8333333333333,59.2175000000043,68.4970000000003
56.9166666666667,61.2174999999998,55.6455000000003
57,63.1300000000006,54.2369999999996
57.0833333333333,62.5830000000005,57.097000000001
57.1666666666667,61.2454999999988,69.7159999999973
57.25,61.9780000000014,51.9134999999982
57.3333333333333,61.5725000000001,54.2749999999998
57.4166666666667,62.300500000004,53.0150000000025
57.5,62.7095000000004,56.3680000000038
57.5833333333333,61.7059999999998,66.6024999999998
57.6666666666667,60.6069999999996,62.5344999999935
57.75,62.279,53.3345000000023
57.8333333333333,63.1590000000008,54.6740000000004
57.9166666666667,62.0174999999977,63.678000000007
58,60.9935000000003,68.0239999999922
58.0833333333333,61.2905000000007,53.6239999999979
58.1666666666667,62.1709999999989,52.2794999999998
58.25,63.1805000000002,59.7375000000045
58.3333333333333,61.6585000000007,69.8349999999962
58.4166666666667,61.5730000000004,52.9634999999988
58.5,63.2945000000003,54.6625000000014
58.5833333333333,62.4009999999999,61.7955000000014
58.6666666666667,61.9404999999993,68.7760000000037
58.75,61.2654999999997,64.8064999999921
58.8333333333333,61.7794999999995,51.908
58.9166666666667,62.6419999999986,53.6705000000005
59,62.6340000000022,63.7425000000073
59.0833333333333,61.1459999999984,67.9114999999966
59.1666666666667,60.5894999999984,58.5664999999915
59.25,62.0709999999997,51.7470000000023
59.3333333333333,63.2245000000008,57.5090000000006
59.4166666666667,61.8399999999991,67.8130000000004
59.5,60.7030000000001,57.1109999999936
59.5833333333333,62.4285000000001,51.7210000000003
59.6666666666667,62.7385000000004,57.6470000000043
59.75,69.5800000000006,58.864000000001
59.8333333333333,62.8079999999989,50.9324999999997
59.9166666666667,70.0104999999949,62.7624999999946
60,60.5669999999981,70.3949999999954
60.0833333333333,61.5135000000001,52.8999999999997
60.1666666666667,62.2190000000006,51.5950000000019
60.25,61.7284999999989,54.4010000000009
60.3333333333333,62.3820000000008,63.3540000000025
60.4166666666667,61.7404999999984,69.6099999999997
60.5,61.9875000000004,52.3155000000003
60.5833333333333,61.9700000000002,53.013
60.6666666666667,62.5069999999987,62.7110000000024
60.75,60.5020000000033,69.2340000000048
60.8333333333333,60.9405000000004,55.1434999999994
60.9166666666667,62.377000000002,52.9310000000015
