Datum,Temperatur (°C),Feuchtigkeit (°C),Druck (hPa),RSSI (dBm),Spannung (V),Beschleunigung X (g),Beschleunigung Y (g),Beschleunigung Z (g),Bewegungszähler (Bewegungen),TX-Leistung (dBm),Messsequenznummer
2026-01-22 11:56:14,22.39,28.57,,,3.154,0.484,-0.192,0.884,195,4,37054
2026-01-22 11:56:17,22.4,28.16,,,3.154,0.488,-0.196,0.876,195,4,37055
2026-01-22 11:56:19,22.41,27.83,,,3.154,0.484,-0.196,0.884,195,4,37056
2026-01-22 11:56:22,22.42,27.58,,,3.154,0.48,-0.196,0.88,195,4,37057
2026-01-22 11:56:24,22.43,27.42,,,3.154,0.484,-0.192,0.88,195,4,37058
2026-01-22 12:01:25,22.78,25.62,,,3.076,0.504,-0.2,0.864,198,4,37175
2026-01-22 12:04:20,22.85,25.43,,,3.161,0.528,-0.204,0.844,215,4,37243
2026-01-22 12:04:22,22.85,25.44,,,3.161,0.532,-0.208,0.852,215,4,37244
2026-01-22 12:04:25,22.85,25.43,,,3.161,0.524,-0.2,0.852,215,4,37245
2026-01-22 12:04:27,22.85,25.44,,,3.161,0.524,-0.204,0.848,215,4,37246
2026-01-22 12:04:30,22.85,25.44,,,3.161,0.536,-0.204,0.836,215,4,37247
2026-01-22 12:04:32,22.86,25.43,,,3.161,0.532,-0.204,0.844,215,4,37248
2026-01-22 12:04:35,22.86,25.42,,,3.161,0.532,-0.204,0.844,215,4,37249
2026-01-22 12:04:37,22.86,25.43,,,3.161,0.528,-0.204,0.848,215,4,37250
2026-01-22 12:04:40,22.84,25.41,,,3.161,0.524,-0.204,0.852,215,4,37251
2026-01-22 12:04:42,22.85,25.42,,,3.161,0.532,-0.208,0.844,215,4,37252
2026-01-22 12:04:46,22.85,25.42,,,3.161,0.524,-0.2,0.852,215,4,37253
2026-01-22 12:04:48,22.85,25.43,,,3.161,0.528,-0.196,0.848,215,4,37254
2026-01-22 12:04:51,22.86,25.42,,,3.161,0.528,-0.2,0.852,215,4,37255
2026-01-22 12:04:53,22.85,25.4,,,3.161,0.536,-0.208,0.84,215,4,37256
2026-01-22 12:04:56,22.86,25.41,,,3.161,0.532,-0.204,0.844,215,4,37257
2026-01-22 12:04:58,22.85,25.43,,,3.161,0.532,-0.2,0.852,215,4,37258
2026-01-22 12:05:01,22.86,25.4,,,3.161,0.524,-0.208,0.844,215,4,37259
