Hours,T_In,T_Out
3.441,67.9580000000003,69.4219999999981
3.44655,67.1645999999999,71.2242
3.4521,67.5279999999996,70.3799999999985
3.45765,67.9592,70.737000000001
3.4632,68.1447999999991,70.7083999999999
3.46875,67.5000000000014,69.8250000000005
3.4743,68.5976000000013,70.8816000000002
3.47985,68.5111999999977,69.422800000002
3.4854,68.9459999999981,71.4643999999997
3.49095,68.2224000000006,68.8839999999992
3.4965,68.47,71.8219999999993
3.50205,68.3512000000018,70.102599999997
3.5076,68.0415999999996,71.0595999999997
3.51315,68.136200000002,70.3145999999982
3.5187,68.4107999999989,70.8924000000003
3.52425,67.884,70.7269999999998
3.5298,70.0159999999829,70.3459999999219
3.53535,63.9474000000033,54.8449999999996
3.5409,65.3355999999998,63.2296000000009
3.54645,64.6822,71.1611999999999
3.552,65.1680000000009,70.4220000000017
3.55755,65.2380000000001,69.2411999999998
3.5631,65.3727999999998,71.8436000000002
3.56865,66.083999999999,68.8482000000028
3.5742,65.5851999999992,70.4724000000004
3.57975,65.653000000001,68.2300000000022
3.5853,66.5967999999994,70.6051999999999
3.59085,67.0533999999988,69.4147999999992
3.5964,66.7332000000006,69.4840000000011
3.60195,66.7781999999981,69.4448000000039
3.6075,67.3399999999989,70.0199999999973
3.61305,67.0194,70.5825999999998
3.6186,67.4324000000013,69.5584000000001
3.62415,67.7678000000004,70.6998000000002
3.6297,67.6767999999994,68.9712000000003
3.63525,67.3399999999987,71.2679999999998
3.6408,67.4995999999998,66.4739999999916
3.64635,67.5562000000004,70.7502000000002
3.6519,67.9279999999999,68.4847999999983
3.65745,67.9694000000006,71.2644000000015
3.663,68.4740000000005,69.3899999999996
3.66855,67.5731999999983,70.2290000000002
3.6741,67.7320000000006,70.0312000000011
3.67965,67.9147999999993,69.6325999999992
3.6852,68.228799999999,71.0419999999998
3.69075,67.6680000000002,69.5340000000001
3.6963,68.3939999999995,71.0976000000002
3.70185,68.0574000000004,68.8175999999999
3.7074,68.9316000000011,71.3476000000002
3.71295,68.4263999999994,69.2333999999997
3.7185,68.7800000000001,70.6920000000012
3.72405,68.3251999999999,69.7617999999994
3.7296,68.6580000000001,69.5767999999996
3.73515,68.7304000000005,70.7895999999995
3.7407,68.5187999999999,68.8568000000006
3.74625,69.1800000000024,70.8499999999997
3.7518,69.0647999999978,68.4928000000027
3.75735,68.7952999999994,70.8484000000001
3.7629,67.9200000000049,68.7795999999995
3.76845,68.956600000002,70.3014000000005
3.774,69.1360000000021,68.7180000000044
3.77955,69.1286000000011,70.3547999999999
3.7851,68.7987999999984,70.4779999999982
3.79065,69.3821999999998,69.6305999999995
3.7962,69.1087999999996,69.7515999999991
3.80175,69.4339999999992,68.9849999999997
3.8073,69.15,69.6780000000002
3.81285,69.8181999999993,69.1429999999993
3.8184,69.4740000000013,69.8907999999987
3.82395,69.8645999999968,67.9452000000005
3.8295,69.5360000000002,69.7279999999999
3.83505,69.316799999998,69.1377999999978
3.8406,69.5092000000011,69.4864
3.84615,69.3102000000011,69.5955999999976
3.8517,69.2700000000006,69.1351999999993
3.85725,70.2240000000001,69.3469999999984
3.8628,69.9072000000002,68.8660000000015
3.86835,69.7091999999996,68.4150000000005
3.8739,70.1947999999978,68.6248000000021
3.87945,69.9330000000011,69.0128000000011
3.885,69.5899999999992,69.1599999999997
3.89055,69.2752000000007,68.5844000000009
3.8961,69.9619999999991,66.976799999998
3.90165,69.7534000000008,67.6518
3.9072,70.3456000000007,67.0539999999989
3.91275,69.1339999999991,67.1369999999996
3.9183,69.394,67.4796000000001
3.92385,69.3656000000011,67.1281999999951
3.9294,69.8068000000001,68.6156000000007
3.93495,69.3876000000004,68.1283999999992
3.9405,69.5480000000001,68.1959999999999
3.94605,69.400799999998,69.0348000000003
3.9516,69.3799999999992,68.2931999999981
3.95715,69.376399999999,68.2493999999989
3.9627,69.9163999999981,68.9192000000011
3.96825,69.6399999999996,67.786000000001
3.9738,69.2979999999989,66.6499999999986
3.97935,69.7385999999992,66.2398000000001
3.9849,70.0951999999986,65.7732000000003
3.99045,70.217000000002,64.4713999999928
3.996,69.8220000000002,66.964
4.00155,69.5155999999996,67.2166000000016
4.0071,69.2728,67.4767999999999
4.01265,69.23,68.4097999999998
4.0182,69.5228,69.322
4.02375,68.9200000000003,67.6250000000041
4.0293,69.4884000000018,68.7656000000022
4.03485,69.9035999999996,69.1724000000013
4.0404,69.4040000000003,68.0632000000001
4.04595,70.2049999999997,67.5878000000007
