Time_min,Temp_C
2.98333333333333,20.97
3.01666666666667,20.99
3.06666666666667,20.97
3.1,20.99
3.15,20.99
3.2,20.99
3.23333333333333,21.03
4.01666666666667,21.41
4.05,21.45
6.06666666666667,24.89
6.11666666666667,25.02
6.15,25.09
6.2,25.21
6.25,25.29
9.1,33.53
9.15,33.65
9.18333333333333,33.79
9.23333333333333,33.88
9.26666666666667,34.02
9.31666666666667,34.16
9.36666666666667,34.25
9.4,34.41
9.45,34.54
9.48333333333333,34.64
9.53333333333333,34.79
9.58333333333333,34.92
9.61666666666667,35.03
9.66666666666667,35.17
9.7,35.32
10.1333333333333,36.54
10.1666666666667,36.67
10.2166666666667,36.78
10.25,36.91
10.3,37.06
10.3333333333333,37.15
10.3833333333333,37.28
10.4333333333333,37.42
10.4833333333333,37.5
10.5166666666667,37.65
10.5666666666667,37.78
10.6,37.88
10.65,38.02
10.6833333333333,38.1
11.5833333333333,40.62
11.6333333333333,40.75
11.6833333333333,40.83
11.7166666666667,40.96
11.7666666666667,41.09
11.8,41.17
11.85,41.31
11.9,41.44
11.9333333333333,41.53
11.9666666666667,41.67
12.0166666666667,41.78
12.0666666666667,41.86
12.1,42
12.15,42.13
12.1833333333333,42.21
12.7,43.6
12.75,43.74
12.7833333333333,43.81
12.8333333333333,43.95
12.8666666666667,44.07
12.9166666666667,44.16
12.9666666666667,44.28
13,44.41
13.05,44.49
14.0666666666667,47.11
16.5166666666667,52.67
16.55,52.77
16.6,52.88
16.6333333333333,52.93
16.6833333333333,53.03
16.7166666666667,53.13
16.7666666666667,53.21
16.8166666666667,53.31
16.85,53.35
16.9,53.47
16.9333333333333,53.57
16.9833333333333,53.64
17.0333333333333,53.73
17.0666666666667,53.81
17.1166666666667,53.89
17.1666666666667,53.99
17.2,54.08
17.25,54.14
19.3,57.92
19.35,57.99
19.3833333333333,58.06
19.4333333333333,58.13
19.4833333333333,58.22
19.5166666666667,58.28
19.55,58.35
24.5666666666667,65.14
27.4833333333333,67.85
27.5166666666667,67.89
27.5666666666667,67.91
27.6,67.93
27.65,67.96
27.6833333333333,67.97
27.7333333333333,68.02
27.7666666666667,68.04
27.8166666666667,68.05
27.8666666666667,68.08
27.9166666666667,68.11
27.95,68.11
28,68.16
28.0333333333333,68.19
28.0833333333333,68.19
28.1166666666667,68.21
28.1666666666667,68.24
28.2166666666667,68.27
28.25,68.28
28.3,68.29
28.3333333333333,68.31
28.3833333333333,68.35
28.4166666666667,68.35
28.4666666666667,68.36
28.5,68.38
28.55,68.41
28.5833333333333,68.42
32.1833333333333,69.44
34.6833333333333,70.04
34.7166666666667,70.07
34.7666666666667,70.03
34.8,70.05
34.85,70.03
34.8833333333333,70.03
34.9333333333333,70.03
34.9666666666667,70.04
35.0166666666667,70.02
35.0666666666667,70.03
35.1,70.03
35.15,70.03
35.1833333333333,70.01
35.2333333333333,70.01
35.2666666666667,69.99
35.3166666666667,70
35.35,69.99
35.4,69.99
36.1333333333333,69.94
36.1666666666667,69.94
36.2166666666667,69.94
36.25,69.94
36.3,69.94
39.8166666666667,70.54
39.85,70.53
39.9,70.54
39.95,70.53
39.9833333333333,70.54
40.0333333333333,70.54
40.0666666666667,70.53
40.1166666666667,70.53
40.1666666666667,70.53
40.2,70.54
40.25,70.53
40.2833333333333,70.52
40.3333333333333,70.53
40.3833333333333,70.53
40.4166666666667,70.53
40.45,70.53
40.5,70.51
40.55,70.51
40.5833333333333,70.49
40.6333333333333,70.49
40.6666666666667,70.47
42.1666666666667,70.22
42.2333333333333,70.22
42.3,70.21
46.2833333333333,70.44
48.25,70.1
48.3,70.1
48.3333333333333,70.1
48.3833333333333,70.1
48.4166666666667,70.1
48.4666666666667,70.1
48.5,70.1
48.55,70.1
48.6,70.08
53.45,70.04
53.4833333333333,70.03
53.5166666666667,70.02
53.5666666666667,70.01
53.6,70.02
53.65,70
53.6833333333333,69.99
53.7333333333333,69.97
53.7833333333333,69.99
58.7833333333333,69.96
60.6,69.85
60.6333333333333,69.83
60.6833333333333,69.85
60.7166666666667,69.85
60.7666666666667,69.86
60.8,69.86
60.85,69.86
60.8833333333333,69.86
60.9333333333333,69.88
60.9833333333333,69.86
61.0166666666667,69.86
61.0666666666667,69.89
61.1,69.9
61.15,69.89
61.1833333333333,69.9
61.2333333333333,69.89
66.25,69.85
69.8833333333333,69.83
69.9333333333333,69.85
69.9666666666667,69.82
70.0166666666667,69.82
70.05,69.82
70.1,69.78
70.1333333333333,69.78
70.1833333333333,69.78
70.2166666666667,69.78
70.2666666666667,69.76
70.3166666666667,69.75
70.3666666666667,69.75
70.4,69.74
70.45,69.74
70.4833333333333,69.74
70.5333333333333,69.71
72.2333333333333,69.77
72.2833333333333,69.78
72.3166666666667,69.78
72.3666666666667,69.79
72.4166666666667,69.79
72.45,69.81
72.5,69.8
72.55,69.81
77.0833333333333,69.76
77.1333333333333,69.78
77.1666666666667,69.78
77.2166666666667,69.8
77.25,69.8
77.3,69.81
81.0166666666667,69.77
81.0666666666667,69.74
81.1,69.72
86.1166666666667,66.28
91.1333333333333,61.67
91.65,61.17
91.6833333333333,61.15
91.7333333333333,61.11
91.7666666666667,61.07
91.8166666666667,61.03
91.85,60.98
91.9,60.95
91.95,60.89
96.95,56.38
100.6,53.38
100.633333333333,53.37
100.683333333333,53.31
100.733333333333,53.28
100.766666666667,53.24
100.816666666667,53.21
100.866666666667,53.17
