Time_min,Temp_C
2.95,21.32
3,21.31
3.05,21.31
3.08333333333333,21.31
3.13333333333333,21.31
3.18333333333333,21.32
3.21666666666667,21.31
3.26666666666667,21.32
4.03333333333333,21.32
4.08333333333333,21.33
6.03333333333333,21.59
6.08333333333333,21.6
6.13333333333333,21.6
6.16666666666667,21.63
6.21666666666667,21.62
9.08333333333333,22.56
9.13333333333333,22.58
9.16666666666667,22.6
9.21666666666667,22.62
9.26666666666667,22.64
9.3,22.64
9.33333333333333,22.66
9.38333333333333,22.69
9.41666666666667,22.7
9.46666666666667,22.73
9.51666666666667,22.74
9.56666666666667,22.74
9.6,22.78
9.65,22.79
9.7,22.81
9.73333333333333,22.84
10.1166666666667,23
10.15,23.03
10.2,23.04
10.2333333333333,23.07
10.2833333333333,23.08
10.3166666666667,23.1
10.3666666666667,23.12
10.4166666666667,23.13
10.45,23.16
10.5,23.17
10.5333333333333,23.2
10.5833333333333,23.21
10.6166666666667,23.23
10.6666666666667,23.24
10.7166666666667,23.28
11.5666666666667,23.65
11.6,23.69
11.65,23.71
11.7,23.74
11.75,23.74
11.7833333333333,23.78
11.8333333333333,23.8
11.8666666666667,23.81
11.9166666666667,23.83
11.95,23.84
12,23.88
12.0333333333333,23.89
12.0833333333333,23.93
12.1333333333333,23.94
12.1666666666667,23.96
12.7166666666667,24.25
12.7666666666667,24.25
12.8,24.28
12.85,24.29
12.9,24.34
12.95,24.34
12.9833333333333,24.39
13.0333333333333,24.39
16.5333333333333,26.27
16.5833333333333,26.29
16.6166666666667,26.31
16.6666666666667,26.32
16.7,26.35
16.75,26.37
16.8,26.4
16.8333333333333,26.42
16.8833333333333,26.45
16.9166666666667,26.47
16.9666666666667,26.49
17,26.51
17.05,26.54
17.0833333333333,26.57
17.1333333333333,26.58
17.1833333333333,26.61
17.2333333333333,26.62
17.2666666666667,26.67
19.2833333333333,27.77
19.3166666666667,27.79
19.3666666666667,27.81
19.4,27.84
19.45,27.86
19.5,27.88
19.5333333333333,27.92
24.55,30.65
27.5,32.17
27.55,32.18
27.6,32.2
27.6333333333333,32.23
27.6666666666667,32.24
27.7166666666667,32.27
27.75,32.29
27.8,32.31
27.85,32.33
27.8833333333333,32.35
27.9333333333333,32.37
27.9666666666667,32.39
28.0166666666667,32.42
28.05,32.43
28.1,32.46
28.1333333333333,32.47
28.1833333333333,32.48
28.2333333333333,32.51
28.2833333333333,32.53
28.3166666666667,32.56
28.3666666666667,32.57
28.4166666666667,32.59
28.45,32.61
28.4833333333333,32.64
28.5333333333333,32.64
28.5666666666667,32.67
32.1666666666667,34.17
34.6666666666667,35.11
34.7,35.14
34.7333333333333,35.14
34.7833333333333,35.18
34.8333333333333,35.16
34.8666666666667,35.18
34.9166666666667,35.2
34.95,35.21
35,35.23
35.05,35.24
35.0833333333333,35.26
35.1333333333333,35.27
35.1666666666667,35.28
35.2166666666667,35.29
35.25,35.32
35.3,35.33
35.3333333333333,35.35
35.3833333333333,35.35
35.4333333333333,35.38
36.15,35.6
36.2,35.62
36.2333333333333,35.65
36.2833333333333,35.65
39.8,36.78
39.8333333333333,36.82
39.8833333333333,36.81
39.9166666666667,36.82
39.9666666666667,36.84
40,36.84
40.05,36.85
40.0833333333333,36.86
40.1333333333333,36.89
40.1833333333333,36.9
40.2166666666667,36.92
40.2666666666667,36.92
40.3166666666667,36.93
40.35,36.95
40.4,36.96
40.4333333333333,36.98
