Time_min,Temp_C
0.0166666666666667,22.37
0.0833333333333333,22.39
0.166666666666667,22.39
0.7,22.39
4.16666666666667,22.78
4.21666666666667,22.79
4.25,22.8
9.26666666666667,24.53
12.6,25.85
12.65,25.88
17.1,27.89
17.15,27.9
17.2,27.92
22.2,30.23
22.3333333333333,30.28
22.4666666666667,30.32
22.5,30.36
25.7166666666667,31.73
25.8,31.75
29.2833333333333,33.03
29.3166666666667,33.04
29.35,33.06
31.4666666666667,33.74
31.5,33.76
31.5333333333333,33.78
31.5833333333333,33.79
31.6333333333333,33.78
31.6666666666667,33.82
31.7166666666667,33.82
31.75,33.84
31.8,33.85
31.8333333333333,33.87
31.8833333333333,33.89
31.9166666666667,33.9
31.9666666666667,33.91
32.0166666666667,33.92
32.05,33.93
32.1,33.96
32.1333333333333,33.96
32.1833333333333,33.97
32.2166666666667,33.99
32.2666666666667,34.02
33.0333333333333,34.23
33.0833333333333,34.24
33.1166666666667,34.27
33.1666666666667,34.27
33.2,34.29
33.25,34.28
33.3,34.31
33.3333333333333,34.32
33.3833333333333,34.33
33.4166666666667,34.34
33.4666666666667,34.35
33.5,34.37
33.55,34.38
33.6,34.39
33.6333333333333,34.41
33.6833333333333,34.39
33.7333333333333,34.43
33.7666666666667,34.42
34.7166666666667,34.69
37.75,35.48
37.7833333333333,35.48
37.8333333333333,35.49
37.8666666666667,35.5
37.9166666666667,35.52
37.9666666666667,35.54
42.9666666666667,36.57
47.9833333333333,37.39
53,38.03
58.0166666666667,38.57
63.0166666666667,38.94
68.0333333333333,39.25
73.05,39.48
78.05,39.67
83.0666666666667,39.83
88.0833333333333,39.94
93.0833333333333,40.03
98.1,40.13
98.8666666666667,40.13
98.9166666666667,40.13
98.95,40.14
99,40.14
99.0333333333333,40.12
101.4,40.14
106.416666666667,39.82
111.433333333333,39.17
116.433333333333,38.28
121.45,37.26
126.45,36.17
131.466666666667,35.11
131.683333333333,35.05
131.716666666667,35.03
131.766666666667,35.04
131.8,35.03
131.85,35.02
131.9,34.99
131.933333333333,34.98
131.983333333333,34.98
132.016666666667,34.97
