Datum,Temperatur (°C),Feuchtigkeit (°C),Druck (hPa),RSSI (dBm),Spannung (V),Beschleunigung X (g),Beschleunigung Y (g),Beschleunigung Z (g),Bewegungszähler (Bewegungen),TX-Leistung (dBm),Messsequenznummer
2026-01-21 15:51:15,22.9,29.44,,,3.143,0,-0.02,1.004,0,4,9023
2026-01-21 15:51:17,22.89,29.39,,,3.143,-0.004,-0.02,1,0,4,9024
2026-01-21 15:51:20,22.89,29.38,,,3.143,0,-0.024,0.996,0,4,9025
2026-01-21 15:51:22,22.89,29.38,,,3.143,-0.004,-0.024,1.004,0,4,9026
2026-01-21 15:51:25,22.88,29.4,,,3.143,0.008,-0.02,1,0,4,9027
2026-01-21 15:51:28,22.89,29.37,,,3.143,0,-0.02,0.996,0,4,9028
2026-01-21 15:51:30,22.88,29.38,,,3.143,0.004,-0.028,1,0,4,9029
2026-01-21 15:51:32,22.89,29.37,,,3.143,0,-0.02,1,0,4,9030
2026-01-21 15:51:35,22.89,29.39,,,3.143,0.004,-0.02,1,0,4,9031
2026-01-21 15:51:38,22.89,29.38,,,3.143,0,-0.016,1.004,0,4,9032
2026-01-21 15:51:41,22.88,29.38,,,3.143,0.004,-0.02,1.008,0,4,9033
2026-01-21 15:51:43,22.89,29.41,,,3.143,-0.008,-0.024,1,0,4,9034
2026-01-21 15:51:46,22.88,29.4,,,3.15,0.008,-0.02,1.008,0,4,9035
2026-01-21 15:56:46,23.86,30.61,,,3.154,0.62,-0.844,-0.132,55,4,9152
2026-01-21 15:57:12,23.9,30.48,,,3.154,0.62,-0.848,-0.128,55,4,9162
2026-01-21 15:57:15,23.91,30.47,,,3.154,0.62,-0.844,-0.14,55,4,9163
2026-01-21 15:57:17,23.91,30.46,,,3.154,0.62,-0.848,-0.136,55,4,9164
2026-01-21 15:57:20,23.93,30.43,,,3.154,0.62,-0.848,-0.136,55,4,9165
2026-01-21 15:57:22,23.91,30.43,,,3.154,0.62,-0.852,-0.132,55,4,9166
2026-01-21 15:57:25,23.93,30.44,,,3.154,0.624,-0.848,-0.136,55,4,9167
2026-01-21 15:57:27,23.93,30.42,,,3.154,0.62,-0.844,-0.136,55,4,9168
2026-01-21 15:57:30,23.94,30.44,,,3.154,0.616,-0.84,-0.132,55,4,9169
2026-01-21 15:57:32,23.94,30.43,,,3.154,0.62,-0.844,-0.136,55,4,9170
2026-01-21 15:57:35,23.95,30.4,,,3.154,0.624,-0.844,-0.136,55,4,9171
2026-01-21 15:57:38,23.95,30.4,,,3.154,0.616,-0.848,-0.132,55,4,9172
2026-01-21 15:57:40,23.96,30.4,,,3.154,0.62,-0.84,-0.136,55,4,9173
2026-01-21 15:57:43,23.96,30.42,,,3.154,0.616,-0.848,-0.132,55,4,9174
2026-01-21 15:57:45,23.96,30.42,,,3.164,0.62,-0.848,-0.136,55,4,9175
2026-01-21 15:57:48,23.98,30.42,,,3.164,0.616,-0.856,-0.136,55,4,9176
2026-01-21 15:57:50,23.97,30.39,,,3.164,0.624,-0.852,-0.132,55,4,9177
2026-01-21 15:57:53,23.97,30.37,,,3.164,0.62,-0.852,-0.128,55,4,9178
2026-01-21 15:57:55,23.99,30.39,,,3.164,0.624,-0.848,-0.128,55,4,9179
2026-01-21 15:57:58,23.99,30.38,,,3.164,0.62,-0.852,-0.136,55,4,9180
2026-01-21 15:58:00,23.99,30.38,,,3.164,0.624,-0.852,-0.14,55,4,9181
2026-01-21 15:58:03,23.98,30.4,,,3.164,0.612,-0.844,-0.136,55,4,9182
2026-01-21 15:59:33,24.23,30.45,,,3.168,0.632,-0.844,-0.132,55,4,9217
2026-01-21 15:59:36,24.25,30.45,,,3.168,0.632,-0.836,-0.128,55,4,9218
2026-01-21 15:59:38,24.25,30.44,,,3.168,0.628,-0.848,-0.136,55,4,9219
2026-01-21 15:59:41,24.26,30.49,,,3.168,0.632,-0.844,-0.128,55,4,9220
2026-01-21 15:59:44,24.26,30.47,,,3.168,0.628,-0.844,-0.132,55,4,9221
2026-01-21 15:59:46,24.28,30.47,,,3.161,0.628,-0.84,-0.124,55,4,9222
2026-01-21 15:59:49,24.29,30.48,,,3.161,0.632,-0.844,-0.132,55,4,9223
2026-01-21 16:03:40,25.97,30.23,,,3.164,0.632,-0.844,-0.132,55,4,9313
2026-01-21 16:03:43,26,30.23,,,3.164,0.628,-0.848,-0.124,55,4,9314
2026-01-21 16:03:45,26.01,30.23,,,3.164,0.628,-0.844,-0.124,55,4,9315
2026-01-21 16:03:48,26.05,30.2,,,3.196,0.62,-0.84,-0.132,55,4,9316
